"name","state","fips","pop2010","pop2000","age_under_5","age_under_18","age_over_65","female","white","black","native","asian","pac_isl","two_plus_races","hispanic","white_not_hispanic","no_move_in_one_plus_year","foreign_born","foreign_spoken_at_home","hs_grad","bachelors","veterans","mean_work_travel","housing_units","home_ownership","housing_multi_unit","median_val_owner_occupied","households","persons_per_household","per_capita_income","median_household_income","poverty","private_nonfarm_establishments","private_nonfarm_employment","percent_change_private_nonfarm_employment","nonemployment_establishments","firms","black_owned_firms","native_owned_firms","asian_owned_firms","pac_isl_owned_firms","hispanic_owned_firms","women_owned_firms","manufacturer_shipments_2007","mercent_whole_sales_2007","sales","sales_per_capita","accommodation_food_service","building_permits","fed_spending","area","density","smoking_ban"
"Archer County","Texas",48009,9054,8854,5.2,24.1,16,49.6,93.9,0.4,0.7,0.2,NA,1.5,7.5,90.4,93.4,3.4,5.7,84,18.8,858,19.3,4107,81.1,3.4,93500,3363,2.67,23882,50891,10,189,1208,69,910,1012,NA,NA,NA,NA,NA,NA,0,43433,39354,4425,1406,12,91956,903.11,10,"none"
"Archuleta County","Colorado",8007,12084,9898,4.9,19.9,17.5,49.5,86.4,0.3,1.9,0.7,NA,2.8,17.8,78.2,88.3,1.7,7.5,93.2,39,1063,18.9,8762,82.9,17,304400,3377,3.59,25421,56068,8.5,508,2913,7.6,1888,2521,NA,NA,NA,NA,NA,17.4,0,8772,142696,11435,33162,37,66501,1350.18,8.9,"partial"
"Arenac County","Michigan",26011,15899,17269,4.7,20.1,20.3,49.3,96.8,0.2,1.2,0.2,NA,1.3,1.4,95.8,89.2,1,2.3,81.4,10.6,1580,28.9,9803,83.7,5.4,99000,6686,2.33,19073,36689,16.5,327,2902,-50.1,964,1263,NA,NA,NA,NA,NA,28.2,126555,NA,118751,7144,15617,10,162463,363.19,43.8,"none"
"Arkansas County","Arkansas",5001,19019,20749,6,23.3,16.4,51.5,71.8,24.5,0.2,0.5,NA,1.3,2.7,71,81,1.6,3,79.4,14.3,1599,14.7,9436,64.4,10.9,78900,8202,2.28,22142,37230,18.9,544,8293,0.2,1204,1791,NA,NA,NA,NA,NA,29.4,1702196,134593,286337,14825,15452,17,240068,988.77,19.2,"none"
"Arlington County","Virginia",51013,207627,189453,5.7,15.7,8.7,50.2,71.7,8.5,0.5,9.6,0.1,3.7,15.1,64,78,23.1,29,92.5,70.1,13773,26.5,105404,47,61.3,571700,91892,2.11,57724,94880,7,5856,122173,6.5,15839,19422,6,0.6,9.5,NA,8,32,0,453168,2482916,12176,1164025,875,14635304,25.97,7993.6,"none"
"Armstrong County","Pennsylvania",42005,68941,72392,5.2,20.6,18.4,50.7,98,0.8,0.1,0.2,NA,0.8,0.5,97.7,91.2,0.8,1.8,87.7,13.9,6868,27.7,32520,76.4,10.2,89100,28814,2.37,21828,42752,11.7,1298,13338,-20,3221,4908,NA,NA,NA,NA,NA,25.5,370895,NA,532139,7734,39542,60,698238,653.2,105.5,"partial"
"Armstrong County","Pennsylvania",42005,68941,72392,5.2,20.6,18.4,50.7,98,0.8,0.1,0.2,NA,0.8,0.5,97.7,91.2,0.8,1.8,87.7,13.9,6868,27.7,32520,76.4,10.2,89100,28814,2.37,21828,42752,11.7,1298,13338,-20,3221,4908,NA,NA,NA,NA,NA,25.5,370895,NA,532139,7734,39542,60,698238,653.2,105.5,"none"
"Armstrong County","Texas",48011,1901,2148,5.6,22.3,20.7,51.2,93.3,0.6,0.8,NA,0,1.1,6.5,90.7,87.1,5,7.4,91.5,25.9,214,26.5,904,82,1,90700,706,2.6,24195,60530,10.7,30,199,NA,178,180,NA,NA,NA,NA,NA,NA,0,NA,2361,1147,647,0,30331,909.11,2.1,"partial"
"Armstrong County","Texas",48011,1901,2148,5.6,22.3,20.7,51.2,93.3,0.6,0.8,NA,0,1.1,6.5,90.7,87.1,5,7.4,91.5,25.9,214,26.5,904,82,1,90700,706,2.6,24195,60530,10.7,30,199,NA,178,180,NA,NA,NA,NA,NA,NA,0,NA,2361,1147,647,0,30331,909.11,2.1,"none"
"Aroostook County","Maine",23003,71870,73938,4.9,20,19,50.8,95.7,0.6,1.7,0.4,NA,1.4,0.9,95.1,88.4,4.9,20.2,83.9,16.2,7796,16.7,39529,72.1,17.5,85900,30672,2.3,20251,36574,15.4,2059,22395,-10.6,4473,6174,NA,0.6,NA,NA,NA,23.3,621636,230832,1105943,15350,71782,93,903319,6671.33,10.8,"partial"
"Arthur County","Nebraska",31005,460,444,7.6,27.2,20.4,50.4,95.4,0,0.4,0.2,0,0.9,4.1,94.6,90.8,0.2,4.5,93,17.9,37,22.3,254,63.5,0,76100,178,2.39,19722,43250,7.7,13,0,NA,30,NA,NA,NA,NA,NA,NA,NA,0,0,937,2519,NA,0,2505,715.36,0.6,"none"
"Ascension Parish","Louisiana",22005,107215,76627,7.8,28.7,8.9,50.6,73.3,22.2,0.3,0.9,NA,1.2,4.7,70.8,86,2.8,6.5,86.6,21.9,6508,26.9,40784,80.8,5.7,164200,35640,2.85,26888,63716,11.7,1962,31505,24.4,6768,8540,NA,NA,1.4,NA,3.1,31.8,NA,664953,1317978,13219,116260,711,431597,289.98,369.7,"partial"
"Ashe County","North Carolina",37009,27281,24384,5.3,19.4,20.2,50.6,95.5,0.6,0.2,0.4,NA,1,4.8,93.2,92.5,3.4,5,76.8,17.2,2270,25,17342,79.2,4.4,145700,11848,2.23,20350,34538,17.8,566,5817,-3.3,2400,3367,NA,NA,NA,NA,NA,NA,206294,55866,292410,11474,22621,90,237229,426.14,64,"none"
"Ashland County","Wisconsin",55003,16157,16866,6.2,23.2,15.9,50,84.6,0.3,11.1,0.4,NA,3.3,1.9,83.8,87.4,1.5,4.6,89.5,20.7,1610,15.2,9656,70.7,16.3,103000,6967,2.24,19730,38111,18.6,552,6835,-6.9,1138,1488,NA,8.3,NA,NA,NA,29.4,222407,30184,193578,11918,29469,19,172898,1045.04,15.5,"comprehensive"
"Ashland County","Wisconsin",55003,16157,16866,6.2,23.2,15.9,50,84.6,0.3,11.1,0.4,NA,3.3,1.9,83.8,87.4,1.5,4.6,89.5,20.7,1610,15.2,9656,70.7,16.3,103000,6967,2.24,19730,38111,18.6,552,6835,-6.9,1138,1488,NA,8.3,NA,NA,NA,29.4,222407,30184,193578,11918,29469,19,172898,1045.04,15.5,"none"
"Ashland County","Ohio",39005,53139,52523,6.2,23.9,15.8,51.1,97.3,0.7,0.2,0.5,NA,1,0.9,96.6,87,1.7,6.6,85.6,17.5,4475,21.8,22141,78.8,12,128500,20040,2.52,20558,44542,15.6,1055,16037,-12.2,3131,3508,NA,NA,1,NA,NA,19.9,1017388,206156,418627,7638,55604,40,284657,422.95,125.6,"comprehensive"
"Ashland County","Ohio",39005,53139,52523,6.2,23.9,15.8,51.1,97.3,0.7,0.2,0.5,NA,1,0.9,96.6,87,1.7,6.6,85.6,17.5,4475,21.8,22141,78.8,12,128500,20040,2.52,20558,44542,15.6,1055,16037,-12.2,3131,3508,NA,NA,1,NA,NA,19.9,1017388,206156,418627,7638,55604,40,284657,422.95,125.6,"none"
"Ashley County","Arkansas",5003,21853,24209,6.5,24.4,16.2,51.5,69.3,25.8,0.3,0.2,0,1.1,4.9,68.2,85.3,2,4,81.1,13.7,1584,18.6,10137,72.4,8.5,62100,8901,2.46,18779,34934,18.5,455,6810,-20.9,1030,1486,NA,NA,NA,NA,NA,19.4,NA,107302,170779,7673,15276,0,215103,925.35,23.6,"none"
"Ashtabula County","Ohio",39007,101497,102728,6.2,23.7,15.6,50.1,92.7,3.5,0.2,0.4,NA,2.1,3.4,90.8,85.3,1.6,4.9,84.2,12.9,10272,24.8,46099,72.8,15.1,118500,38911,2.54,19898,42139,15.7,2033,24629,-19.5,6187,8375,NA,NA,1.2,NA,NA,24.3,2201426,NA,1077599,10627,110649,81,767955,701.93,144.6,"comprehensive"
"Asotin County","Washington",53003,21623,20551,5.8,21.8,19.3,51.7,94.3,0.4,1.4,0.5,NA,2.4,3,92.6,83.7,1.9,3.7,88.9,18.2,2471,16.5,9872,71.3,15.6,157600,8977,2.36,23731,41665,13.5,444,4394,6.3,1054,1456,NA,NA,NA,NA,NA,17,0,NA,208856,9867,22983,27,175386,636.21,34,"comprehensive"
"Assumption Parish","Louisiana",22007,23421,23388,6.3,24.6,13.4,51.1,66.8,30.5,0.6,0.2,NA,0.9,2.1,65.9,90.9,0.7,14.8,69.2,8.5,1397,32,10351,84.2,3,86500,8467,2.75,20348,45235,17.7,257,2922,18.2,1389,1750,15.2,NA,NA,NA,NA,31.4,0,NA,100015,4331,4085,36,168714,338.66,69.2,"partial"
"Atascosa County","Texas",48013,44911,38628,7.4,28.6,12.7,50.7,84.9,0.8,0.8,0.3,0.1,2.3,61.9,36.3,88.2,5.8,40.9,73.8,11,3061,32.7,17631,75.8,5.3,80400,14521,3,18461,42927,18.8,623,6499,9.9,2741,3733,NA,1.3,NA,NA,36.3,NA,0,69408,362861,8324,32151,36,271005,1219.54,36.8,"none"
"Atchison County","Kansas",20005,16924,16774,6.5,24.2,15.4,51.3,91,5,0.5,0.4,0,2.5,2.3,89.5,85.1,0.4,1.9,87.8,22.3,1411,18.9,6990,66.4,14.4,89200,6220,2.51,20995,44175,13.1,389,6053,1.4,770,1186,NA,NA,NA,NA,NA,38.3,NA,NA,130130,7912,14931,4,172043,431.17,39.3,"none"
"Atchison County","Kansas",20005,16924,16774,6.5,24.2,15.4,51.3,91,5,0.5,0.4,0,2.5,2.3,89.5,85.1,0.4,1.9,87.8,22.3,1411,18.9,6990,66.4,14.4,89200,6220,2.51,20995,44175,13.1,389,6053,1.4,770,1186,NA,NA,NA,NA,NA,38.3,NA,NA,130130,7912,14931,4,172043,431.17,39.3,"none"
"Atchison County","Missouri",29005,5685,6430,5.1,20.8,21.6,50.4,98.5,0.3,0.2,0.2,0.1,0.7,1,97.7,88.7,0.4,2,85.9,21,694,19.2,2985,72.4,12,69500,2474,2.27,23659,42375,13.1,213,1241,-16.8,418,845,NA,NA,NA,NA,NA,13.5,0,67832,86619,14207,4510,1,89097,547.3,10.4,"none"
"Atchison County","Missouri",29005,5685,6430,5.1,20.8,21.6,50.4,98.5,0.3,0.2,0.2,0.1,0.7,1,97.7,88.7,0.4,2,85.9,21,694,19.2,2985,72.4,12,69500,2474,2.27,23659,42375,13.1,213,1241,-16.8,418,845,NA,NA,NA,NA,NA,13.5,0,67832,86619,14207,4510,1,89097,547.3,10.4,"none"
"Athens County","Ohio",39009,64757,62223,4.1,15.8,10.1,49.9,91.8,2.7,0.3,2.7,NA,2.1,1.5,90.8,67.3,4.2,5.2,86.8,27.3,3943,20.3,26385,58.6,23.6,114100,22283,2.44,16642,31559,30.3,1082,12862,-5.3,3142,3769,NA,NA,NA,NA,1.8,29.3,0,NA,563216,8959,80961,195,519275,503.6,128.6,"comprehensive"
"Atkinson County","Georgia",13003,8375,7609,8.5,29,10.6,49.4,62.2,17.3,0.6,0.3,0.3,1.6,24.3,57,88.5,11.3,17.9,66.7,8,461,22.5,3522,72,6.5,54900,2758,3.02,15456,33834,28,92,1278,0.8,456,582,NA,NA,NA,NA,NA,27.5,NA,NA,35656,4367,937,0,68247,339.38,24.7,"none"
"Atlantic County","New Jersey",34001,274549,252552,6,23.3,14.2,51.5,65.4,16.1,0.4,7.5,0,3.2,16.8,58.6,87.6,15.4,23.7,84.7,23.6,18358,23.5,126647,70.7,31.8,264400,101645,2.55,27247,54766,11.8,6630,115605,-4.1,14720,21027,7,NA,7.4,NA,NA,27.8,NA,1342162,4429395,16409,6093042,512,2261114,555.7,494.1,"none"
"Atoka County","Oklahoma",40005,14182,13879,6.5,23.6,16.1,47.9,73.8,3.7,13.8,0.4,NA,7.1,2.9,72.8,80.4,1,4.2,77.3,14.5,1311,22.7,6312,76.5,3.8,68300,5272,2.32,15772,31179,22.5,254,2240,12.7,1154,1366,NA,5.6,NA,NA,NA,NA,0,33137,136897,9472,13934,17,130756,975.52,14.5,"none"
"Attala County","Mississippi",28007,19564,19661,7.5,26,17.2,52.4,56.2,42,0.2,0.3,0,0.6,1.7,55.5,86.3,1.2,2,71.9,17.1,1225,24.5,9126,75.4,6.1,72200,7286,2.65,17659,28508,24.9,352,5072,-15.6,1057,1577,NA,NA,NA,NA,NA,27.1,319485,37028,171350,8756,13697,2,185864,734.98,26.6,"none"
"Audrain County","Missouri",29007,25529,25853,6.8,24.9,16,53.8,89.8,6.4,0.4,0.5,NA,1.7,2.6,88.6,85.6,1.6,4.6,81.2,14,2116,19.5,10852,76.5,9.2,84700,9532,2.46,18800,40935,17,581,6934,-17.5,1347,1746,NA,NA,NA,NA,NA,15.3,1337135,NA,247806,9643,18584,8,208507,692.24,36.9,"none"
"Audubon County","Iowa",19009,6119,6830,5.5,21.9,23.2,51.7,98.6,0.2,0.1,0.4,0,0.6,0.6,98.2,90.3,0.6,1.5,86.6,15,648,19.3,2972,79.9,7.2,72900,2700,2.22,24207,42717,11.1,180,1165,-21.1,491,456,NA,NA,NA,NA,NA,NA,0,47778,37302,6083,NA,30,61352,442.96,13.8,"comprehensive"
"Auglaize County","Ohio",39011,45949,46611,6.7,25.4,15.4,50.4,97.8,0.3,0.2,0.4,NA,0.9,1.2,97.1,87.4,0.7,1.9,90.3,15.5,3781,18.9,19585,77.9,12,125000,18209,2.49,25290,52018,7.2,1002,17205,-3.9,2499,3629,NA,NA,0.9,NA,NA,27.4,2550625,NA,493766,10616,42917,69,281040,401.39,114.5,"comprehensive"
"Augusta County","Virginia",51015,73750,65615,5.2,21.4,16.1,49.3,93.4,4,0.2,0.5,NA,1.2,2.1,92.2,90.7,2,2.8,83.7,19.1,7024,22.3,31194,81.3,7.1,187800,27909,2.48,23571,50612,9.1,1388,18923,9.3,4337,6318,NA,NA,NA,NA,NA,22.8,1582642,306340,636318,8890,57138,300,305907,967,76.3,"none"
"Aurora County","South Dakota",46003,2710,3058,7.2,26.8,19.9,49,95.1,0.4,1.5,0.7,0,0.5,3.7,93.4,89.2,5.2,7.8,85.3,12.2,254,18.3,1324,75.9,5.1,63100,1027,2.58,21291,45230,8.2,86,628,39.6,199,273,NA,NA,NA,NA,NA,NA,0,19196,38083,13292,NA,7,71924,708.43,3.8,"partial"
"Austin County","Texas",48015,28417,23590,6.5,25.1,15.6,50.5,78.8,9.4,0.5,0.4,NA,2.2,23.4,65.7,86.3,10.1,18,81.2,17.9,2377,28.1,12926,77.5,8.7,146500,10447,2.65,26959,53263,8.8,576,9925,71.2,2447,2683,NA,NA,NA,NA,NA,24,NA,NA,234178,8785,24961,21,2782181,646.51,44,"none"
"Autauga County","Alabama",1001,54571,43671,6.6,26.8,12,51.3,78.5,17.7,0.4,0.9,NA,1.6,2.4,77.2,86.3,2,3.7,85.3,21.7,5817,25.1,22135,77.5,7.2,133900,19718,2.7,24568,53255,10.6,877,10628,16.6,2971,4067,15.2,NA,1.3,NA,0.7,31.7,NA,NA,598175,12003,88157,191,331142,594.44,91.8,"none"
"Avery County","North Carolina",37011,17797,17167,4.3,17.2,17.4,45.6,91.9,4,0.4,0.3,NA,0.8,4.5,90.1,81.7,3.9,6.7,81.3,20.3,1573,23.3,13890,72.8,18.1,155100,7194,2.21,23465,34918,18.1,527,4693,-23.7,1638,2241,NA,NA,NA,NA,NA,18.5,0,41596,197646,11084,33556,50,149842,247.09,72,"none"
"Avoyelles Parish","Louisiana",22009,42073,41481,6.7,24.4,14.4,49.9,67,29.5,1.2,0.3,NA,1.6,1.4,66.3,82.5,0.8,12.7,68.1,10.2,2985,31.2,18042,69.4,9.4,82100,15767,2.46,16944,31412,23.2,704,8929,5.6,2285,2686,NA,NA,NA,NA,NA,NA,0,171288,310858,7367,174653,39,401356,832.43,50.5,"partial"
"Baca County","Colorado",8009,3788,4517,5.6,21.5,24,50.4,92.6,0.6,1.3,0.2,0,1.6,9.2,87.7,88.6,2.7,4.7,85,19,317,12.3,2248,74.9,4.4,72700,1682,2.23,21472,36017,14,91,563,-2.4,373,NA,NA,NA,NA,NA,NA,NA,0,52654,32910,8570,NA,2,119260,2554.97,1.5,"partial"
"Bacon County","Georgia",13005,11096,10103,7.4,25.5,13.3,50.5,78.6,15.4,0.2,0.3,0.1,1.3,7.1,76,82.4,4.9,6,72.6,7.4,578,23.8,4801,66.4,5.3,71300,3873,2.7,17110,31429,16.5,222,2704,-3.4,576,716,NA,NA,NA,NA,NA,26.3,165420,120704,68612,6495,5947,0,85266,258.58,42.9,"none"
"Bailey County","Texas",48017,7165,6594,9.5,30.9,14.1,49.5,75.3,1.2,1.4,0.4,NA,2,59.8,38.3,83,14.5,42.9,73.4,18.5,366,14.1,2784,74.6,9.3,65000,2380,2.95,18275,42375,17.3,167,1394,-3.8,360,591,NA,NA,NA,NA,NA,NA,0,69906,41726,6642,7036,0,65952,826.8,8.7,"none"
"Baker County","Florida",12003,27115,22259,7.1,26,10.9,47.8,83.7,13.6,0.3,0.5,NA,1.6,1.9,82.4,86,1,2.3,78.4,6.2,2219,30.3,9687,76.2,4.3,137900,8309,2.85,19593,47276,17,384,5413,41.6,1153,1727,NA,NA,NA,NA,NA,26.2,0,NA,180555,7052,19819,35,150151,585.23,46.3,"partial"
"Baker County","Florida",12003,27115,22259,7.1,26,10.9,47.8,83.7,13.6,0.3,0.5,NA,1.6,1.9,82.4,86,1,2.3,78.4,6.2,2219,30.3,9687,76.2,4.3,137900,8309,2.85,19593,47276,17,384,5413,41.6,1153,1727,NA,NA,NA,NA,NA,26.2,0,NA,180555,7052,19819,35,150151,585.23,46.3,"none"
"Baker County","Georgia",13007,3451,4074,6.4,23.2,15.4,51.5,48.5,46.7,0.3,0.7,NA,1.2,4.2,47.6,95.7,0,0.3,75.1,12.2,190,27.2,1652,66.1,6.9,66400,1342,2.73,16379,27462,30,30,251,17.3,164,133,NA,NA,NA,NA,NA,30.1,0,NA,5320,1421,NA,0,29899,341.94,10.1,"partial"
"Baker County","Georgia",13007,3451,4074,6.4,23.2,15.4,51.5,48.5,46.7,0.3,0.7,NA,1.2,4.2,47.6,95.7,0,0.3,75.1,12.2,190,27.2,1652,66.1,6.9,66400,1342,2.73,16379,27462,30,30,251,17.3,164,133,NA,NA,NA,NA,NA,30.1,0,NA,5320,1421,NA,0,29899,341.94,10.1,"none"
"Baker County","Oregon",41001,16134,16741,5.3,20.3,22,49.5,94.6,0.4,1.1,0.5,NA,2.4,3.3,92.6,84.7,0.5,0.9,88.7,20.5,2214,14.8,8826,71.2,11,142400,6902,2.32,21683,39704,19.9,548,3840,-1.8,1161,1761,NA,NA,NA,NA,NA,NA,137989,19141,155456,9710,25659,34,171016,3068.36,5.3,"partial"
"Baker County","Oregon",41001,16134,16741,5.3,20.3,22,49.5,94.6,0.4,1.1,0.5,NA,2.4,3.3,92.6,84.7,0.5,0.9,88.7,20.5,2214,14.8,8826,71.2,11,142400,6902,2.32,21683,39704,19.9,548,3840,-1.8,1161,1761,NA,NA,NA,NA,NA,NA,137989,19141,155456,9710,25659,34,171016,3068.36,5.3,"none"
"Baldwin County","Georgia",13009,45720,44700,6.1,20.5,12,50.4,54.9,41.5,0.2,1.3,NA,1.2,2,54,79.8,2.7,4.4,78,18.4,3487,19.2,20159,60.6,15.6,112500,15902,2.56,17488,37237,25.2,816,13341,-12.6,2742,4071,NA,NA,1.6,NA,1,26.6,NA,NA,524150,11267,57925,61,310853,257.84,177.3,"none"
"Baldwin County","Georgia",13009,45720,44700,6.1,20.5,12,50.4,54.9,41.5,0.2,1.3,NA,1.2,2,54,79.8,2.7,4.4,78,18.4,3487,19.2,20159,60.6,15.6,112500,15902,2.56,17488,37237,25.2,816,13341,-12.6,2742,4071,NA,NA,1.6,NA,1,26.6,NA,NA,524150,11267,57925,61,310853,257.84,177.3,"none"
"Baldwin County","Alabama",1003,182265,140415,6.1,23,16.8,51.1,85.7,9.4,0.7,0.7,NA,1.5,4.4,83.5,83,3.6,5.5,87.6,26.8,20396,25.8,104061,76.7,22.6,177200,69476,2.5,26469,50147,12.2,4812,52233,17.4,14175,19035,2.7,0.4,1,NA,1.3,27.3,1410273,NA,2966489,17166,436955,696,1119082,1589.78,114.6,"none"
"Baldwin County","Alabama",1003,182265,140415,6.1,23,16.8,51.1,85.7,9.4,0.7,0.7,NA,1.5,4.4,83.5,83,3.6,5.5,87.6,26.8,20396,25.8,104061,76.7,22.6,177200,69476,2.5,26469,50147,12.2,4812,52233,17.4,14175,19035,2.7,0.4,1,NA,1.3,27.3,1410273,NA,2966489,17166,436955,696,1119082,1589.78,114.6,"none"
"Ballard County","Kentucky",21007,8249,8286,5.2,22.2,17.6,50.3,94.7,2.9,0.2,0.2,NA,1.8,1.1,94.1,88.3,1.1,2.2,81.2,10.7,736,20.9,3885,83.3,5.9,78100,3363,2.45,23001,41228,13,135,2090,6.1,502,795,NA,NA,NA,NA,NA,30.7,NA,NA,52778,6485,1841,0,98229,246.66,33.4,"none"
"Baltimore city","Maryland",24510,620961,651154,6.6,21.5,11.7,52.9,29.6,63.7,0.4,2.3,0,2.1,4.2,28,82.4,7,9.1,77.4,25.2,40098,29.2,296685,49.8,33.1,160400,238392,2.52,23333,39386,21.3,12333,275608,-7.6,33477,42272,34.6,NA,5.9,NA,2.1,37,5730887,4843424,4348797,6793,1434689,369,17406603,80.94,7671.5,"comprehensive"
"Baltimore County","Maryland",24005,805029,754292,6,22,14.6,52.7,64.6,26.1,0.3,5,0,2.4,4.2,62.7,86.6,10.3,12.3,88.8,35.2,63275,27.9,335622,67,28.2,269900,315542,2.47,33719,63959,8.1,20040,322180,2.5,56550,76111,17.3,0.3,6.1,0.1,2.2,30.7,9247191,5609327,12074866,15341,1414111,1230,8766789,598.3,1345.5,"comprehensive"
"Bamberg County","South Carolina",45009,15987,16658,5.9,22.3,16,52.4,36.1,61.5,0.3,0.4,NA,1,1.6,35.6,85.4,1.3,2,76.4,17.4,1453,27.6,7716,72.9,7.1,84300,5658,2.57,16236,32538,29.9,305,3535,-6.1,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,102813,6679,9368,9,170071,393.37,40.6,"none"
"Bandera County","Texas",48019,20485,17645,4.5,19.6,20.1,50.3,92.8,0.5,0.8,0.3,NA,1.8,16.7,80.9,88.3,3.3,12.4,89,24,3218,32.8,11561,78.5,0.7,147100,8419,2.39,24249,44352,18.4,374,2073,24.8,1993,2093,NA,NA,NA,NA,NA,NA,0,1386,76525,3766,23207,0,139680,790.96,25.9,"none"
"Banks County","Georgia",13011,18395,14422,6.2,25.2,12.5,49.5,91.7,2.3,0.3,0.9,0,1.4,5.7,89.8,89.9,3.2,5.2,73,10.5,1311,26.9,7595,75.9,4.8,146800,6463,2.76,19497,40455,15.9,286,3489,14.6,1291,NA,NA,NA,NA,NA,NA,NA,0,23263,233863,14223,44269,42,70877,232.09,79.3,"none"
"Banner County","Nebraska",31007,690,819,5.2,22.3,19.7,48.7,95.7,0,0.4,0,0,0.7,3.8,95.1,91.3,3.8,3.3,94.1,25.1,49,25.6,369,66.3,7.2,76900,320,2.25,22042,34063,16.1,6,0,NA,48,39,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,8130,746.11,0.9,"none"
"Bannock County","Idaho",16005,82839,75565,8.4,27.4,11.2,50.1,89.8,0.8,3.2,1.3,0.2,2.7,6.7,86.4,79.4,2.9,6.4,90.5,27.3,6047,17.7,33191,71.2,19.5,135500,29860,2.65,21275,44848,14,2040,26890,11.5,4715,6616,NA,0.5,0.4,NA,1.5,25,NA,386587,1099246,13706,117808,140,580516,1111.99,74.5,"partial"
"Baraga County","Michigan",26013,8860,8746,4.7,20.2,17.3,45.1,75,7.2,13.1,0.1,NA,4.4,1,74.5,90.4,1.2,4.5,82.2,11.4,883,15.5,5270,75.5,9.6,86500,3336,2.39,19107,40541,12,211,1717,-23.9,371,819,NA,12.6,NA,NA,NA,NA,0,4594,67726,7801,5641,6,84605,898.26,9.9,"partial"
"Barber County","Kansas",20007,4861,5307,6.3,22.5,20.4,49.6,96.1,0.5,0.6,0.4,0,1.4,2.4,94.8,89.4,0.6,2,91.8,18.7,513,15.3,2765,71.2,8.9,52500,2304,2.09,23542,38875,13.1,217,1511,8.8,415,843,NA,NA,NA,NA,3.3,37.2,0,35570,70317,14910,2727,1,44803,1134.07,4.3,"none"
"Barbour County","West Virginia",54001,16589,15557,5.7,21.7,16.6,50.6,96.8,0.7,0.6,0.2,NA,1.5,0.6,96.5,90.1,0.3,1.1,80.4,13.3,1357,29.9,7849,76.3,6.5,80300,6219,2.57,17304,31212,18.4,247,2910,16.4,739,1008,NA,NA,NA,NA,NA,35.2,0,NA,74996,4848,9889,8,142452,341.06,48.6,"none"
"Barbour County","West Virginia",54001,16589,15557,5.7,21.7,16.6,50.6,96.8,0.7,0.6,0.2,NA,1.5,0.6,96.5,90.1,0.3,1.1,80.4,13.3,1357,29.9,7849,76.3,6.5,80300,6219,2.57,17304,31212,18.4,247,2910,16.4,739,1008,NA,NA,NA,NA,NA,35.2,0,NA,74996,4848,9889,8,142452,341.06,48.6,"partial"
"Barbour County","Alabama",1005,27457,29038,6.2,21.9,14.2,46.9,48,46.9,0.4,0.4,NA,0.9,5.1,46.8,83,2.8,4.7,71.9,13.5,2327,23.8,11829,68,11.1,88200,9795,2.52,15875,33219,25,522,7990,-27,1527,1667,NA,NA,NA,NA,NA,27,NA,NA,188337,6334,NA,10,240308,884.88,31,"none"
"Barbour County","Alabama",1005,27457,29038,6.2,21.9,14.2,46.9,48,46.9,0.4,0.4,NA,0.9,5.1,46.8,83,2.8,4.7,71.9,13.5,2327,23.8,11829,68,11.1,88200,9795,2.52,15875,33219,25,522,7990,-27,1527,1667,NA,NA,NA,NA,NA,27,NA,NA,188337,6334,NA,10,240308,884.88,31,"partial"
"Barnes County","North Dakota",38003,11066,11775,5.3,20.6,19.6,50.4,96.4,0.8,0.7,0.5,0,1.4,1.1,95.8,87.3,2.8,3.9,88.5,25.8,1098,14.6,5704,68.1,24.9,80600,4830,2.2,26152,41773,12,377,5509,39.5,865,1292,NA,NA,NA,NA,NA,9.1,339829,142557,147846,13681,12098,6,162991,1491.55,7.4,"partial"
"Barnstable County","Massachusetts",25001,215888,222230,4.1,17.3,25,52.4,92.7,1.9,0.6,1.1,NA,2.2,2.2,91.4,91.3,6.7,7.5,94.7,40.5,25566,23.9,160281,80.4,13.1,392700,98164,2.17,35246,60317,7.2,8301,70322,-2.6,23341,32205,1.2,0.5,1.5,NA,NA,28.3,533264,NA,3973206,17878,890997,418,2483090,393.72,548.3,"partial"
"Barnwell County","South Carolina",45011,22621,23478,6.6,25.6,14,52.2,52.6,44.3,0.4,0.6,NA,1.5,1.8,51.8,93.2,1.2,3.4,78.2,11.5,1744,23.6,10484,72.9,7.2,67400,8429,2.69,17592,33816,25.4,369,4750,-25.5,1325,1450,20.8,NA,NA,NA,NA,32.9,681251,NA,169135,7361,14706,15,208053,548.39,41.2,"none"
"Barren County","Kentucky",21009,42173,38033,6.5,24.2,15.4,51.5,92.5,3.9,0.2,0.4,NA,1.7,2.6,91.5,88,1.5,4.2,77,15,2800,19.5,19188,70.3,13.1,96400,16727,2.46,20067,38374,18.7,875,12866,-13.9,3255,4480,NA,NA,NA,NA,1,24.2,1024905,NA,552941,13464,64669,156,392668,487.54,86.5,"none"
"Barron County","Wisconsin",55005,45870,44963,6,22.1,18.2,50.3,96.1,0.9,0.9,0.5,NA,1.1,1.9,95,86.9,1.8,4.1,86.1,17.6,4433,19.3,23614,74.1,14.7,134500,19421,2.33,22666,42601,11.9,1304,16017,-5.4,3121,4794,NA,0.6,NA,NA,NA,19.9,1207388,126597,670752,14719,50402,80,341738,862.71,53.2,"none"
